<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
QQQ.US,5,20250718,110000,560.78,560.87,560.34,560.41,434636,0
QQQ.US,5,20250718,110500,560.41,560.975,560.32,560.86,273028,0
QQQ.US,5,20250718,111000,560.84,561.0999,560.73,560.785,253016,0
QQQ.US,5,20250718,111500,560.775,561.17,560.755,560.78,180309,0
QQQ.US,5,20250718,112000,560.79,561.0252,560.66,560.79,229148,0
QQQ.US,5,20250718,112500,560.77,561.0801,560.7,561.045,191600,0
QQQ.US,5,20250718,113000,561.05,561.47,561.05,561.375,373903,0
QQQ.US,5,20250718,113500,561.37,561.54,561.255,561.29,204931,0
QQQ.US,5,20250718,114000,561.28,561.57,561.11,561.45,178724,0
QQQ.US,5,20250718,114500,561.46,561.77,561.395,561.76,195657,0
QQQ.US,5,20250718,115000,561.75,561.92,561.71,561.8401,188389,0
QQQ.US,5,20250718,115500,561.84,561.87,561.58,561.805,234503,0
QQQ.US,5,20250718,120000,561.81,561.85,561.48,561.57,196996,0
QQQ.US,5,20250718,120500,561.57,561.6701,561.24,561.37,197752,0
QQQ.US,5,20250718,121000,561.38,561.42,561.17,561.19,207414,0
QQQ.US,5,20250718,121500,561.19,561.24,560.985,561.22,209229,0
QQQ.US,5,20250718,122000,561.22,561.27,560.83,561.125,281156,0
QQQ.US,5,20250718,122500,561.13,561.225,560.13,560.72,606683,0
QQQ.US,5,20250718,123000,560.73,560.75,560.16,560.3681,245764,0
QQQ.US,5,20250718,123500,560.37,560.5601,559.98,560.54,389771,0
QQQ.US,5,20250718,124000,560.52,560.94,560.5,560.84,211637,0
QQQ.US,5,20250718,124500,560.85,561.0374,560.43,560.64,185614,0
QQQ.US,5,20250718,125000,560.65,560.96,560.54,560.6999,293619,0
QQQ.US,5,20250718,125500,560.705,560.735,560.22,560.36,306256,0
QQQ.US,5,20250718,130000,560.36,560.555,560.01,560.31,553769,0
QQQ.US,5,20250718,130500,560.31,560.64,560.22,560.439,389631,0
QQQ.US,5,20250718,131000,560.43,560.8,560.04,560.78,421983,0
QQQ.US,5,20250718,131500,560.8,560.8399,560.5701,560.63,357724,0
QQQ.US,5,20250718,132000,560.645,561.025,560.57,560.8,184268,0
QQQ.US,5,20250718,132500,560.79,561.11,560.67,560.9202,193331,0
QQQ.US,5,20250718,133000,560.92,561.1952,560.91,561.09,197444,0
QQQ.US,5,20250718,133500,561.1,561.175,560.78,561.17,161966,0
QQQ.US,5,20250718,134000,561.18,561.21,560.79,560.822,173215,0
QQQ.US,5,20250718,134500,560.815,560.9,560.565,560.785,167073,0
QQQ.US,5,20250718,135000,560.79,560.79,560.44,560.51,145547,0
QQQ.US,5,20250718,135500,560.51,560.7,560.38,560.6114,209404,0
QQQ.US,5,20250718,140000,560.64,561.04,560.6,561.02,285796,0
QQQ.US,5,20250718,140500,561.015,561.07,560.72,560.82,164753,0
QQQ.US,5,20250718,141000,560.82,560.82,560.57,560.68,169989,0
QQQ.US,5,20250718,141500,560.67,560.84,560.51,560.84,188528,0
QQQ.US,5,20250718,142000,560.84,561.015,560.8299,560.98,132598,0
QQQ.US,5,20250718,142500,560.975,561.0799,560.89,561.07,101943,0
QQQ.US,5,20250718,143000,561.055,561.2981,560.9,561.01,210440,0
QQQ.US,5,20250718,143500,561.02,561.14,560.96,560.99,139777,0
QQQ.US,5,20250718,144000,561.0,561.24,560.985,561.15,180070,0
QQQ.US,5,20250718,144500,561.14,561.195,560.955,561.085,130387,0
QQQ.US,5,20250718,145000,561.085,561.1,560.73,560.78,179614,0
QQQ.US,5,20250718,145500,560.78,560.78,560.58,560.735,277058,0
QQQ.US,5,20250718,150000,560.73,560.86,560.61,560.635,240819,0
QQQ.US,5,20250718,150500,560.63,560.89,560.62,560.87,146364,0
QQQ.US,5,20250718,151000,560.87,560.95,560.79,560.89,113841,0
QQQ.US,5,20250718,151500,560.89,561.245,560.88,561.24,317486,0
QQQ.US,5,20250718,152000,561.24,561.38,561.16,561.195,254343,0
QQQ.US,5,20250718,152500,561.17,561.17,560.88,560.95,244778,0
QQQ.US,5,20250718,153000,560.95,561.01,560.69,560.765,312704,0
QQQ.US,5,20250718,153500,560.76,560.83,560.6599,560.7,191939,0
QQQ.US,5,20250718,154000,560.685,560.9,560.64,560.86,227297,0
QQQ.US,5,20250718,154500,560.87,561.01,560.7901,560.96,310080,0
QQQ.US,5,20250718,155000,560.98,561.31,560.98,561.235,799675,0
QQQ.US,5,20250718,155500,561.22,561.32,560.97,561.26,1708683,0
QQQ.US,5,20250721,093000,562.09,563.17,562.06,563.14,896081,0
QQQ.US,5,20250721,093500,563.15,563.8499,563.07,563.7953,479393,0
QQQ.US,5,20250721,094000,563.8,564.272,563.71,564.04,462023,0
QQQ.US,5,20250721,094500,564.05,565.16,564.0199,564.98,849803,0
QQQ.US,5,20250721,095000,564.98,565.08,564.6739,564.875,498845,0
QQQ.US,5,20250721,095500,564.88,565.39,564.8,564.91,552726,0
QQQ.US,5,20250721,100000,564.93,565.52,564.93,565.3347,535834,0
QQQ.US,5,20250721,100500,565.34,565.52,565.24,565.2901,382806,0
QQQ.US,5,20250721,101000,565.3,565.48,565.02,565.47,366187,0
QQQ.US,5,20250721,101500,565.48,565.57,565.2,565.3313,273083,0
QQQ.US,5,20250721,102000,565.34,565.9,565.31,565.6,525586,0
QQQ.US,5,20250721,102500,565.59,565.88,565.47,565.8784,247151,0
QQQ.US,5,20250721,103000,565.89,566.06,565.77,565.925,481135,0
QQQ.US,5,20250721,103500,565.9399,566.06,565.76,565.81,346571,0
QQQ.US,5,20250721,104000,565.81,565.82,565.5308,565.73,227574,0
QQQ.US,5,20250721,104500,565.72,565.72,565.29,565.35,225098,0
QQQ.US,5,20250721,105000,565.35,565.45,565.19,565.32,273871,0
QQQ.US,5,20250721,105500,565.32,565.57,565.28,565.45,295458,0
QQQ.US,5,20250721,110000,565.45,565.46,565.245,565.35,204560,0
QQQ.US,5,20250721,110500,565.32,565.37,565.03,565.19,239116,0
QQQ.US,5,20250721,111000,565.21,565.47,565.11,565.46,182004,0
QQQ.US,5,20250721,111500,565.46,565.46,565.1148,565.16,158757,0
QQQ.US,5,20250721,112000,565.17,565.3999,565.13,565.32,132830,0
QQQ.US,5,20250721,112500,565.33,565.51,565.29,565.4299,211316,0
QQQ.US,5,20250721,113000,565.43,565.56,565.34,565.5,218466,0
QQQ.US,5,20250721,113500,565.49,565.61,565.45,565.485,175575,0
QQQ.US,5,20250721,114000,565.485,565.6299,565.425,565.48,167986,0
QQQ.US,5,20250721,114500,565.47,565.59,565.36,565.485,146888,0
QQQ.US,5,20250721,115000,565.485,565.58,565.355,565.36,135463,0
QQQ.US,5,20250721,115500,565.35,565.48,565.065,565.16,295093,0
QQQ.US,5,20250721,120000,565.16,565.2781,564.855,565.19,350116,0
QQQ.US,5,20250721,120500,565.2,565.2,564.7,564.9892,360539,0
QQQ.US,5,20250721,121000,565.0,565.015,564.765,564.985,203709,0
QQQ.US,5,20250721,121500,564.97,565.05,564.67,564.938,318438,0
QQQ.US,5,20250721,122000,564.93,564.95,564.535,564.57,338819,0
QQQ.US,5,20250721,122500,564.57,564.98,564.55,564.98,260187,0
QQQ.US,5,20250721,123000,564.962,565.24,564.94,565.23,216993,0
QQQ.US,5,20250721,123500,565.23,565.33,565.01,565.09,266342,0
QQQ.US,5,20250721,124000,565.09,565.3,564.96,565.29,142824,0
QQQ.US,5,20250721,124500,565.28,565.4,565.2197,565.3753,149524,0
QQQ.US,5,20250721,125000,565.395,565.68,565.395,565.68,323852,0
QQQ.US,5,20250721,125500,565.67,565.755,565.5409,565.6201,277876,0
QQQ.US,5,20250721,130000,565.63,565.8801,565.628,565.83,381737,0
QQQ.US,5,20250721,130500,565.84,565.9099,565.66,565.66,231893,0
QQQ.US,5,20250721,131000,565.67,565.82,565.62,565.78,112691,0
QQQ.US,5,20250721,131500,565.78,565.99,565.67,565.965,148637,0
QQQ.US,5,20250721,132000,565.97,566.04,565.83,565.87,180332,0
QQQ.US,5,20250721,132500,565.8899,565.9552,565.84,565.93,170778,0
QQQ.US,5,20250721,133000,565.91,566.049,565.88,566.0,153701,0
QQQ.US,5,20250721,133500,565.99,565.995,565.805,565.84,106515,0
QQQ.US,5,20250721,134000,565.84,565.94,565.76,565.79,118856,0
QQQ.US,5,20250721,134500,565.78,565.98,565.78,565.95,116797,0
QQQ.US,5,20250721,135000,565.935,565.95,565.82,565.95,132011,0
QQQ.US,5,20250721,135500,565.95,566.01,565.78,565.78,123263,0
QQQ.US,5,20250721,140000,565.77,565.83,565.67,565.77,184048,0
QQQ.US,5,20250721,140500,565.76,565.85,565.75,565.8101,83887,0
QQQ.US,5,20250721,141000,565.81,565.845,565.53,565.655,271343,0
